Y,X,Z
-153,-7,-3
-153,-7,-2
-152,-6,-1
-152,-7,-2
-152,-7,-3
-153,-7,-2
-154,-7,-2
-153,-7,-2
-153,-7,-3
-151,-10,-4
-154,-9,-4
-153,-6,-3
-153,-6,-3
-153,-7,-3
-153,-8,-4
-152,-6,-3
-152,-7,-4
-152,-9,-4
-152,-7,-4
-153,-10,-5
-152,-7,-4
-152,-8,-4
-154,-8,-4
-152,-9,-5
-153,-7,-4
-153,-7,-3
-154,-9,-5
-155,-7,-4
-154,-10,-5
-153,-8,-5
-154,-9,-5
-153,-7,-4
-155,-8,-4
-154,-8,-4
-155,-6,-3
-155,-5,-3
-153,-7,-4
-155,-7,-3
-154,-8,-5
-154,-8,-4
-155,-7,-3
-155,-8,-4
-154,-6,-3
-153,-6,-3
-154,-7,-3
-154,-7,-3
-154,-7,-3
-155,-8,-4
-153,-6,-3
-152,-6,-3
-153,-6,-3
-152,-9,-4
-152,-10,-5
-153,-7,-4
-154,-6,-4
-152,-9,-6
-153,-8,-6
-155,-7,-5
-155,-7,-5
-154,-7,-6
-154,-4,-4
-152,-6,-6
-152,-6,-6
-153,-6,-6
-154,-7,-6
-152,-7,-6
-152,-7,-6
-150,-5,-6
-149,-5,-5
-150,-7,-6
-151,-8,-6
-152,-7,-5
-150,-8,-6
-150,-6,-5
-150,-8,-6
-149,-10,-8
-150,-8,-7
-150,-7,-7
-151,-9,-8
-151,-9,-8
-151,-7,-6
-149,-10,-8
-149,-8,-8
-150,-8,-7
-150,-8,-8
-150,-6,-7
-149,-7,-8
-150,-8,-8
-150,-7,-7
-148,-8,-9
-151,-8,-8
-149,-7,-8
-149,-9,-10
-149,-8,-8
-150,-8,-8
-148,-6,-8
-148,-6,-8
-150,-5,-8
-150,-7,-8
-151,-8,-9
-150,-7,-9
-149,-8,-9
-150,-5,-8
-151,-7,-8
-151,-6,-8
-150,-7,-9
-151,-7,-9
-151,-5,-9
-150,-6,-9
-150,-6,-10
-152,-7,-11
-151,-3,-8
-152,-7,-11
-151,-6,-10
-151,-4,-9
-151,-6,-11
-152,-6,-10
-152,-6,-10
-152,-6,-10
-151,-5,-10
-152,-5,-10
-152,-5,-9
-152,-5,-10
-154,-5,-10
-154,-5,-9
-156,-6,-10
-155,-3,-9
-155,-4,-10
-153,-5,-10
-153,-4,-10
-153,-3,-9
-155,-5,-10
-153,-4,-10
-152,-3,-9
-152,-3,-9
-154,-3,-9
-153,-3,-10
-155,-3,-9
-154,-3,-10
-154,-3,-10
-155,-2,-9
-155,-4,-9
-155,-5,-10
-154,-4,-9
-156,-5,-9
-156,-6,-10
-155,-3,-9
-157,-5,-9
-156,-4,-9
-157,-4,-9
-157,-5,-9
-159,-4,-8
-158,-3,-8
-158,-5,-9
-158,-4,-8
-158,-6,-8
-158,-4,-8
-159,-5,-8
-157,-5,-9
-159,-6,-9
-159,-5,-8
-158,-5,-8
-158,-4,-8
-159,-4,-8
-158,-5,-8
-159,-6,-9
-160,-4,-8
-160,-5,-8
-160,-5,-8
-160,-6,-8
-160,-5,-8
-160,-5,-8
-159,-4,-7
-159,-4,-8
-160,-7,-9
-160,-5,-8
-159,-5,-8
-160,-6,-8
-159,-6,-7
-159,-7,-8
-159,-6,-8
-159,-6,-8
-159,-7,-8
-161,-8,-8
-160,-7,-8
-161,-7,-8
-160,-7,-9
-160,-6,-8
-160,-7,-8
-160,-6,-8
-161,-7,-8
-160,-6,-7
-161,-7,-8
