Z,X,Y
-83.2124,-24.1831,150.148
-83.3701,-24.1294,150.155
-83.3926,-23.705,150.016
-83.3894,-23.3736,149.77
-83.4766,-23.3363,149.495
-83.5436,-23.2844,149.351
-83.4129,-23.0541,149.507
-83.1359,-22.9571,149.745
-82.9114,-23.2723,149.795
-82.7971,-23.6665,149.721
-82.7002,-23.683,149.732
-82.6473,-23.4819,149.794
-82.7643,-23.4065,149.754
-82.9497,-23.3494,149.683
-82.9816,-23.1426,149.69
-82.8919,-23.0083,149.754
-82.8346,-23.0902,149.793
-82.8235,-23.2208,149.759
-82.8696,-23.3133,149.653
-82.9428,-23.4251,149.594
-82.9944,-23.4439,149.637
-83.0135,-23.1619,149.721
-83.01,-22.7702,149.859
-82.9827,-22.6948,149.999
-82.9539,-23.0116,150.064
-82.8785,-23.3448,150.062
-82.756,-23.5094,150.021
-82.7069,-23.5724,149.918
-82.7195,-23.5246,149.798
-82.6632,-23.4122,149.788
-82.5339,-23.4461,149.834
-82.428,-23.8136,149.836
-82.3527,-24.3731,149.778
-82.3212,-24.7537,149.723
-82.3082,-24.7874,149.738
-82.3527,-24.6015,149.785
-82.4265,-24.3,149.88
-82.4243,-24.0221,150.054
-82.3745,-24.0381,150.196
-82.3739,-24.3045,150.241
-82.4081,-24.5003,150.288
-82.4627,-24.5497,150.305
-82.574,-24.5012,150.279
-82.5975,-24.3213,150.321
-82.4572,-24.2142,150.394
-82.3869,-24.4237,150.364
-82.4321,-24.7219,150.316
-82.4058,-24.8127,150.368
-82.3835,-24.7815,150.414
-82.4542,-24.7436,150.428
-82.5024,-24.6132,150.466
-82.3763,-24.5089,150.536
-82.1937,-24.7048,150.556
-82.0856,-25.0589,150.491
-82.02,-25.2375,150.404
-81.9929,-25.1812,150.354
-82.0084,-25.004,150.367
-81.9744,-24.8781,150.413
-81.9239,-24.9644,150.406
-81.917,-25.1434,150.338
-81.922,-25.2174,150.319
-81.9271,-25.1844,150.34
-81.9521,-25.1142,150.38
-82.0012,-24.9982,150.455
-82.024,-24.8811,150.556
-82.0274,-24.8781,150.645
-82.009,-24.994,150.717
-81.9725,-25.0579,150.722
-81.9369,-24.9342,150.672
-81.9001,-24.7274,150.675
-81.8557,-24.6681,150.783
-81.7891,-24.7757,150.916
-81.7434,-24.8621,150.952
-81.7119,-24.8541,150.913
-81.694,-24.8505,150.854
-81.7074,-24.8745,150.794
-81.7055,-24.8587,150.743
-81.6453,-24.8784,150.734
-81.6176,-25.0305,150.759
-81.6185,-25.1159,150.786
-81.5617,-25.0414,150.791
-81.5005,-25.0361,150.78
-81.4693,-25.131,150.768
-81.4212,-25.207,150.766
-81.3839,-25.2171,150.754
-81.4111,-25.1922,150.735
-81.4392,-25.1701,150.754
-81.4291,-25.2026,150.8
-81.3979,-25.2684,150.856
-81.3396,-25.3479,150.859
-81.2781,-25.495,150.81
-81.2377,-25.6079,150.776
-81.2024,-25.5972,150.737
-81.1806,-25.6123,150.651
-81.2136,-25.6389,150.542
-81.2137,-25.5371,150.511
-81.1408,-25.4323,150.548
-81.0947,-25.4855,150.583
-81.1057,-25.559,150.589
-81.0929,-25.5184,150.589
-81.0518,-25.4814,150.579
-81.0449,-25.5381,150.583
-81.0736,-25.5844,150.588
-81.0951,-25.5396,150.567
-81.1051,-25.4732,150.517
-81.1595,-25.5079,150.474
-81.2738,-25.5934,150.469
-81.3184,-25.5815,150.488
-81.3285,-25.567,150.451
-81.3509,-25.6541,150.355
-81.3006,-25.7236,150.23
-81.2454,-25.7712,150.109
-81.2497,-25.8191,150.041
-81.2447,-25.8436,150.049
-81.1999,-25.8312,150.054
-81.1623,-25.7556,150.011
