A,B,C,D,E,F
-6.36111e-015,20,-3.18055e-015,-1.59028e-014,-4.77083e-015,0
3.18055e-015,20,0,-3.18055e-015,1.59028e-015,0
-4.77083e-015,20,0,3.18055e-015,-3.18055e-015,3.18055e-015
4.77083e-015,20,-6.36111e-015,-3.18055e-015,-0,0
-7.95139e-015,20,3.18055e-015,-6.36111e-015,-4.41391e-031,-3.18055e-015
3.18055e-015,20,0,3.18055e-015,-1.76556e-031,3.18055e-015
-1.59028e-015,20,-6.36111e-015,-3.18055e-015,3.18055e-015,3.18055e-015
-0,20,-6.36111e-015,3.18055e-015,-1.59028e-015,-3.18055e-015
1.59028e-015,20,-6.36111e-015,-0,1.59028e-015,0
-7.95139e-015,20,6.36111e-015,6.36111e-015,-6.36111e-015,-3.18055e-015
-1.59028e-015,20,0,6.36111e-015,6.36111e-015,3.18055e-015
3.18055e-015,20,-6.36111e-015,-6.36111e-015,1.59028e-015,-3.18055e-015
-0,20,0,-3.18055e-015,3.18055e-015,-6.36111e-015
-4.77083e-015,20,-6.36111e-015,-0,-1.59028e-015,0
3.18055e-015,20,3.18055e-015,6.36111e-015,-7.95139e-015,-3.18055e-015
4.77083e-015,20,0,-3.18055e-015,6.36111e-015,3.18055e-015
6.36111e-015,20,-3.18055e-015,-1.27222e-014,1.59028e-015,6.36111e-015
1.59028e-015,20,-6.36111e-015,-3.18055e-015,-7.95139e-015,-3.18055e-015
-0,20,-6.36111e-015,-0,4.77083e-015,0
-3.18055e-015,20,9.54166e-015,3.18055e-015,1.59028e-015,6.36111e-015
1.59028e-015,20,6.36111e-015,3.18055e-015,1.59028e-015,3.18055e-015
-7.95139e-015,20,3.18055e-015,1.27222e-014,3.18055e-015,6.36111e-015
3.97569e-015,20,-3.18055e-015,-0,3.18055e-015,0
-2.38542e-015,20,0,3.18055e-015,-3.18055e-015,3.18055e-015
-4.77083e-015,20,3.18055e-015,3.18055e-015,0,0
1.59028e-015,20,-3.18055e-015,-3.18055e-015,1.76556e-031,-6.36111e-015
7.95139e-016,20,0,-3.18055e-015,-1.59028e-015,3.18055e-015
3.97569e-015,20,-3.18055e-015,6.36111e-015,1.59028e-015,-3.18055e-015
6.36111e-015,20,-9.54166e-015,-3.18055e-015,3.18055e-015,0
-1.59028e-015,20,-6.36111e-015,-9.54166e-015,1.76556e-031,6.36111e-015
-3.18055e-015,20,-3.18055e-015,-0,1.59028e-015,-6.36111e-015
-3.97569e-015,20,3.18055e-015,-1.27222e-014,4.41391e-031,6.36111e-015
-3.18055e-015,20,-6.36111e-015,1.27222e-014,1.59028e-015,0
3.18055e-015,20,-3.18055e-015,3.18055e-015,-0,0
-2.38542e-015,20,-3.18055e-015,6.36111e-015,1.59028e-015,-3.18055e-015
-0,20,0,1.27222e-014,-1.59028e-015,3.18055e-015
3.97569e-015,20,-1.27222e-014,9.54166e-015,4.77083e-015,0
-0,20,6.36111e-015,3.18055e-015,3.18055e-015,3.18055e-015
-5.56597e-015,20,-3.18055e-015,-3.18055e-015,3.18055e-015,0
3.18055e-015,20,-3.18055e-015,-3.18055e-015,-1.59028e-015,0
7.95139e-016,20,3.18055e-015,6.36111e-015,-1.59028e-015,-3.18055e-015
1.59028e-015,20,-6.36111e-015,-3.18055e-015,3.18055e-015,6.36111e-015
1.59028e-015,20,0,9.54166e-015,8.82781e-032,-3.18055e-015
-0,20,0,-6.36111e-015,0,3.18055e-015
-3.18055e-015,20,0,-1.59028e-015,3.18055e-015,3.18055e-015
-1.59028e-015,20,-3.18055e-015,-6.36111e-015,3.18055e-015,-6.36111e-015
-0,20,6.36111e-015,-3.18055e-015,6.36111e-015,3.18055e-015
6.36111e-015,20,-3.18055e-015,-0,-3.18055e-015,3.18055e-015
6.36111e-015,20,-3.18055e-015,-6.36111e-015,-3.18055e-015,-3.18055e-015
-0,20,6.36111e-015,1.59028e-015,0,0
-0,20,3.18055e-015,-0,3.18055e-015,0
-0,20,3.18055e-015,-7.95139e-015,3.18055e-015,-6.36111e-015
-3.18055e-015,20,-3.18055e-015,7.95139e-015,-1.76556e-031,-3.18055e-015
-1.59028e-014,20,3.18055e-015,-1.59028e-015,-6.36111e-015,0
3.18055e-015,20,0,-3.97569e-016,1.76556e-031,-3.18055e-015
-0,20,3.18055e-015,-7.95139e-016,-7.95139e-016,-1.59028e-015
-0,20,3.18055e-015,-3.18055e-015,-1.98785e-015,-2.38542e-015
9.54166e-015,20,1.59028e-015,9.54166e-015,-1.19271e-015,-1.59028e-015
-6.36111e-015,20,-2.28602e-015,-0,-7.95139e-016,3.18055e-015
-0,20,-1.59028e-015,6.36111e-015,3.18055e-015,0
-6.36111e-015,20,6.36111e-015,-6.36111e-015,7.95139e-015,-3.18055e-015
-6.36111e-015,20,7.95139e-015,-6.36111e-015,3.18055e-015,3.18055e-015
3.18055e-015,20,-7.95139e-016,-3.18055e-015,-3.18055e-015,0
3.18055e-015,20,-1.59028e-015,3.18055e-015,8.82781e-032,-1.59028e-015
3.18055e-015,20,-1.19271e-015,-6.36111e-015,-6.36111e-015,9.54166e-015
-0,20,-3.03147e-015,1.27222e-014,3.18055e-015,-1.59028e-015
3.18055e-015,20,-3.97569e-015,3.18055e-015,-3.18055e-015,3.18055e-015
6.36111e-015,20,5.56597e-015,3.18055e-015,-4.41391e-031,3.97569e-015
6.36111e-015,20,-5.56597e-015,1.59028e-015,1.78906e-015,3.77691e-015
-9.54166e-015,20,1.59028e-015,7.95139e-015,-2.38542e-015,-5.96354e-016
-0,20,-1.59028e-014,3.18055e-015,-1.59028e-015,-6.36111e-015
-0,20,-3.18055e-015,-4.77083e-015,-1.59028e-015,-3.18055e-015
-0,20,3.18055e-015,2.78299e-015,-1.59028e-015,7.95139e-016
-3.18055e-015,20,-1.59028e-015,2.98177e-015,3.18055e-015,3.18055e-015
-3.18055e-015,20,3.18055e-015,6.55989e-015,3.18055e-015,-4.77083e-015
-0,20,-7.95139e-015,-3.97569e-015,-6.36111e-015,1.59028e-015
-3.18055e-015,20,6.36111e-015,-4.17448e-015,-3.18055e-015,1.59028e-014
-3.18055e-015,20,-6.36111e-015,4.96962e-015,-3.18055e-015,-7.95139e-015
6.36111e-015,20,-4.77083e-015,7.55382e-015,-3.18055e-015,3.18055e-015
-1.59028e-015,20,-3.18055e-015,-5.1684e-015,-8.82781e-032,-3.18055e-015
-4.77083e-015,20,6.36111e-015,8.34896e-015,-3.18055e-015,7.95139e-015
-0,20,-3.18055e-015,-3.97569e-016,-3.18055e-015,-1.59028e-015
-1.59028e-015,20,-1.11319e-014,-5.1684e-015,-1.32417e-031,-4.77083e-015
6.36111e-015,20,-1.59028e-015,-8.74653e-015,-6.36111e-015,-7.95139e-015
-4.77083e-015,20,3.18055e-015,1.35174e-014,3.18055e-015,4.77083e-015
-3.18055e-015,20,1.59028e-015,-5.56597e-015,1.76556e-031,3.18055e-015
-1.59028e-015,20,-1.59028e-015,2.38542e-015,6.36111e-015,0
3.18055e-015,20,0,1.59028e-015,-3.18055e-015,3.18055e-015
-2.38542e-015,20,-1.59028e-015,-8.74653e-015,1.32417e-031,3.18055e-015
-1.59028e-015,20,3.18055e-015,1.03368e-014,-4.41391e-032,-1.59028e-015
-6.36111e-015,20,1.59028e-015,-1.19271e-015,-3.18055e-015,0
3.97569e-015,20,-3.18055e-015,4.77083e-015,-3.18055e-015,-3.18055e-015
2.38542e-015,20,3.18055e-015,7.15625e-015,-0,0
3.97569e-016,20,4.77083e-015,4.77083e-015,3.18055e-015,0
-3.97569e-016,20,1.59028e-015,-7.95139e-015,1.59028e-015,-3.18055e-015
-3.57812e-015,20,-3.18055e-015,6.36111e-015,4.77083e-015,1.59028e-015
-3.18055e-015,20,3.18055e-015,-3.18055e-015,1.59028e-015,1.59028e-015
-7.15625e-015,20,3.18055e-015,6.36111e-015,1.59028e-015,1.59028e-015
-0,20,-3.18055e-015,3.18055e-015,0,1.59028e-015
-4.37326e-015,20,-3.18055e-015,-4.77083e-015,1.59028e-015,0
1.15295e-014,20,0,9.54166e-015,6.40016e-031,-3.18055e-015
1.59028e-015,20,-3.18055e-015,1.59028e-015,-3.18055e-015,-6.36111e-015
-4.37326e-015,20,0,-3.18055e-015,-3.18055e-015,-6.36111e-015
3.18055e-015,20,0,1.59028e-015,-3.18055e-015,-3.18055e-015
-1.51076e-014,20,9.54166e-015,1.59028e-014,6.36111e-015,3.18055e-015
6.36111e-015,20,0,-1.59028e-015,-1.59028e-015,0
-2.38542e-015,20,-3.18055e-015,1.59028e-015,-1.59028e-015,0
4.77083e-015,20,-3.18055e-015,6.36111e-015,-4.77083e-015,-6.36111e-015
-2.38542e-015,20,0,-1.11319e-014,-1.59028e-015,-3.18055e-015
-3.97569e-015,20,0,1.59028e-015,1.59028e-015,3.18055e-015
5.56597e-015,20,-6.36111e-015,-4.77083e-015,1.59028e-015,3.18055e-015
2.38542e-015,20,3.18055e-015,-0,-6.36111e-015,3.18055e-015
-7.95139e-016,20,6.36111e-015,-0,3.18055e-015,0
2.38542e-015,20,3.18055e-015,-4.77083e-015,-0,0
-7.95139e-016,20,0,1.27222e-014,3.18055e-015,-1.59028e-015
1.51076e-014,20,-3.18055e-015,-3.18055e-015,-8.38642e-031,3.18055e-015
-1.03368e-014,20,3.18055e-015,-1.27222e-014,2.86904e-031,1.59028e-015
1.59028e-015,20,0,-1.59028e-015,3.18055e-015,-4.77083e-015
1.59028e-015,20,0,1.59028e-015,6.36111e-015,-4.77083e-015
-1.59028e-015,20,0,9.54166e-015,-3.18055e-015,6.36111e-015
-8.74653e-015,20,-3.18055e-015,-9.54166e-015,-4.8553e-031,-3.18055e-015
-3.18055e-015,20,3.18055e-015,-6.36111e-015,1.76556e-031,3.18055e-015
2.38542e-015,20,-9.54166e-015,4.77083e-015,1.32417e-031,-3.18055e-015
-8.74653e-015,20,-3.18055e-015,-1.59028e-014,1.59028e-015,-3.18055e-015
-8.74653e-015,20,-3.18055e-015,-6.36111e-015,4.77083e-015,6.36111e-015
-3.97569e-015,20,1.27222e-014,-3.18055e-015,-1.59028e-015,3.18055e-015
6.36111e-015,20,6.36111e-015,7.95139e-015,-3.18055e-015,0
-2.38542e-015,20,-6.36111e-015,-3.18055e-015,3.18055e-015,3.18055e-015
1.11319e-014,20,-9.54166e-015,-6.36111e-015,-1.59028e-015,3.18055e-015
-9.54166e-015,20,3.18055e-015,4.77083e-015,0,0
-7.95139e-016,20,-3.18055e-015,-0,-8.82781e-032,-6.36111e-015
4.77083e-015,20,3.18055e-015,-3.18055e-015,1.59028e-015,3.18055e-015
-7.15625e-015,20,-3.18055e-015,6.36111e-015,3.18055e-015,3.18055e-015
1.59028e-015,20,-9.54166e-015,-6.36111e-015,3.18055e-015,-3.18055e-015
-0,20,-3.18055e-015,-1.27222e-014,0,6.36111e-015
1.59028e-015,20,0,9.54166e-015,1.59028e-015,3.18055e-015
3.97569e-015,20,-3.18055e-015,3.18055e-015,-4.77083e-015,3.18055e-015
-1.59028e-015,20,-3.18055e-015,6.36111e-015,1.59028e-015,3.18055e-015
-0,20,-3.18055e-015,-3.18055e-015,1.59028e-015,-6.36111e-015
-4.77083e-015,20,-6.36111e-015,-3.18055e-015,1.59028e-015,0
-0,20,3.18055e-015,-3.18055e-015,-6.36111e-015,6.36111e-015
2.38542e-015,20,3.18055e-015,-3.18055e-015,1.32417e-031,-3.18055e-015
-5.56597e-015,20,-6.36111e-015,3.18055e-015,1.59028e-015,0
1.59028e-015,20,-3.18055e-015,1.27222e-014,-3.18055e-015,3.18055e-015
1.11319e-014,20,0,-3.18055e-015,6.17947e-031,-3.18055e-015
-6.36111e-015,20,1.27222e-014,3.18055e-015,-1.59028e-015,6.36111e-015
7.95139e-016,20,3.18055e-015,-6.36111e-015,-1.59028e-015,-3.18055e-015
-3.18055e-015,20,6.36111e-015,-3.18055e-015,-1.59028e-015,0
-3.97569e-015,20,6.36111e-015,3.18055e-015,-4.77083e-015,3.18055e-015
-1.59028e-015,20,0,9.54166e-015,7.95139e-015,0
1.19271e-014,20,-9.54166e-015,6.36111e-015,6.62086e-031,-3.18055e-015
3.18055e-015,20,0,-0,1.76556e-031,-3.18055e-015
-0,20,0,3.18055e-015,1.59028e-015,-9.54166e-015
1.11319e-014,20,3.18055e-015,-1.27222e-014,-3.18055e-015,6.36111e-015
1.43125e-014,20,3.18055e-015,3.18055e-015,4.77083e-015,-3.18055e-015
1.59028e-015,20,-3.18055e-015,-4.77083e-015,3.18055e-015,0
-6.36111e-015,20,0,7.95139e-016,3.18055e-015,6.36111e-015
-3.18055e-015,20,-1.27222e-014,-9.54166e-015,-3.18055e-015,0
-3.18055e-015,20,0,1.19271e-015,-3.18055e-015,-6.36111e-015
-3.18055e-015,20,3.18055e-015,-1.59028e-015,-3.18055e-015,-1.59028e-015
-0,20,0,-6.36111e-015,3.18055e-015,-3.18055e-015
-9.54166e-015,20,-3.18055e-015,-8.34896e-015,2.64834e-031,1.59028e-015
-9.54166e-015,20,4.77083e-015,1.59028e-015,-1.59028e-015,1.59028e-015
-0,20,-4.77083e-015,8.74653e-015,1.59028e-015,1.59028e-015
6.36111e-015,20,9.54166e-015,-2.38542e-015,-8.82781e-032,7.95139e-016
-0,20,9.54166e-015,3.18055e-015,-1.59028e-015,1.59028e-015
3.18055e-015,20,3.18055e-015,7.95139e-016,-1.59028e-015,-1.59028e-015
-9.54166e-015,20,-3.18055e-015,-1.59028e-015,-3.18055e-015,-3.18055e-015
-6.36111e-015,20,3.18055e-015,1.03368e-014,-1.59028e-015,3.18055e-015
-0,20,6.36111e-015,-9.93923e-016,-1.59028e-015,1.59028e-015
-3.18055e-015,20,0,-3.72721e-016,-8.82781e-032,-1.59028e-015
-3.18055e-015,20,-3.18055e-015,-2.5842e-015,3.18055e-015,7.95139e-015
3.18055e-015,20,-3.18055e-015,-7.15625e-015,-3.18055e-015,-3.18055e-015
-3.18055e-015,20,-9.54166e-015,-7.95139e-015,6.36111e-015,0
-9.54166e-015,20,6.36111e-015,7.95139e-015,6.36111e-015,-6.36111e-015
-0,20,-3.18055e-015,-6.36111e-015,3.18055e-015,0
-0,20,-3.18055e-015,-6.36111e-015,6.36111e-015,-6.36111e-015
-3.18055e-015,20,1.27222e-014,3.18055e-015,3.18055e-015,0
-0,20,-3.18055e-015,3.18055e-015,1.59028e-015,3.18055e-015
-3.18055e-015,20,-3.18055e-015,-1.59028e-015,1.11319e-014,-6.36111e-015
-3.18055e-015,20,-6.36111e-015,-0,3.18055e-015,0
-6.36111e-015,20,0,-0,-6.36111e-015,-3.18055e-015
3.18055e-015,20,3.18055e-015,1.59028e-015,-6.36111e-015,0
3.18055e-015,20,6.36111e-015,-4.77083e-015,-1.59028e-015,-3.18055e-015
3.18055e-015,20,6.36111e-015,3.18055e-015,6.36111e-015,-9.54166e-015
-3.18055e-015,20,1.27222e-014,4.77083e-015,-6.36111e-015,3.18055e-015
-6.36111e-015,20,3.18055e-015,1.59028e-015,1.11319e-014,3.18055e-015
-0,20,9.54166e-015,3.18055e-015,-1.59028e-015,0
-3.18055e-015,20,-1.27222e-014,-6.36111e-015,-1.59028e-015,-3.18055e-015
6.36111e-015,20,3.18055e-015,-3.18055e-015,-1.05934e-030,9.54166e-015
-3.18055e-015,20,0,-3.18055e-015,-1.11319e-014,-6.36111e-015
-3.18055e-015,20,-6.36111e-015,-3.18055e-015,-4.77083e-015,-6.36111e-015
6.36111e-015,20,6.36111e-015,1.59028e-015,6.36111e-015,0
-9.54166e-015,20,6.36111e-015,-1.59028e-015,3.18055e-015,6.36111e-015
3.18055e-015,20,3.18055e-015,3.18055e-015,-3.18055e-015,9.54166e-015
-0,20,1.27222e-014,1.59028e-015,4.77083e-015,3.18055e-015
-6.36111e-015,20,-9.54166e-015,-1.59028e-015,3.18055e-015,-9.54166e-015
3.18055e-015,20,0,-6.36111e-015,-3.18055e-015,0
-3.18055e-015,20,-6.36111e-015,-3.18055e-015,7.95139e-015,0
1.27222e-014,20,0,-3.18055e-015,-1.41245e-030,6.36111e-015
-0,20,3.18055e-015,-0,4.77083e-015,0
-3.18055e-015,20,0,4.77083e-015,-4.77083e-015,-3.18055e-015
-0,20,0,-3.18055e-015,-3.18055e-015,9.54166e-015
-3.18055e-015,20,-6.36111e-015,6.36111e-015,-1.59028e-015,0
-3.18055e-015,20,-9.54166e-015,-4.77083e-015,0,0
-6.36111e-015,20,-9.54166e-015,-4.77083e-015,-1.59028e-015,6.36111e-015
3.18055e-015,20,3.18055e-015,-4.77083e-015,3.18055e-015,3.18055e-015
-0,20,-6.36111e-015,-3.18055e-015,-3.18055e-015,6.36111e-015
6.36111e-015,20,-3.18055e-015,-1.59028e-015,-1.59028e-015,-6.36111e-015
-3.18055e-015,20,0,6.36111e-015,-3.18055e-015,-3.18055e-015
-3.18055e-015,20,-3.18055e-015,1.59028e-015,3.18055e-015,3.18055e-015
-3.18055e-015,20,0,-2.38542e-015,-4.77083e-015,3.18055e-015
-3.18055e-015,20,0,-4.37326e-015,-4.77083e-015,0
-6.36111e-015,20,0,-2.78299e-015,0,0
-6.36111e-015,20,-3.18055e-015,-3.18055e-015,1.76556e-031,1.59028e-015
6.36111e-015,20,0,1.27222e-014,-4.41391e-031,3.97569e-015
-3.18055e-015,20,0,-1.59028e-015,3.18055e-015,-2.38542e-015
1.27222e-014,20,-1.59028e-015,9.54166e-015,4.37326e-015,-7.95139e-015
6.36111e-015,20,2.38542e-015,-3.18055e-015,-1.03368e-014,1.59028e-015
-3.18055e-015,20,-7.95139e-016,-0,-5.56597e-015,-1.59028e-015
3.18055e-015,20,-1.59028e-015,-9.54166e-015,3.97569e-015,0
6.36111e-015,20,0,-0,-3.97569e-015,3.18055e-015
6.36111e-015,20,3.18055e-015,9.54166e-015,-3.18055e-015,-7.95139e-016
-3.18055e-015,20,2.78299e-015,-6.36111e-015,4.77083e-015,-1.59028e-015
-0,20,-6.36111e-015,-3.18055e-015,1.59028e-015,-7.95139e-016
1.27222e-014,20,3.97569e-015,9.54166e-015,-5.1684e-015,4.77083e-015
-0,20,2.38542e-015,-0,-4.77083e-015,8.34896e-015
3.18055e-015,20,2.38542e-015,3.18055e-015,5.1684e-015,5.56597e-015
6.36111e-015,20,-1.59028e-015,-0,-4.17448e-015,1.78906e-015
-3.18055e-015,20,6.36111e-015,-6.36111e-015,1.59028e-015,-7.05686e-015
3.18055e-015,20,-3.18055e-015,-3.18055e-015,-2.32019e-015,-2.06239e-015
9.54166e-015,20,-1.59028e-015,-4.77083e-015,1.98785e-015,4.07509e-015
3.18055e-015,20,-1.59028e-015,-1.59028e-015,1.39149e-015,-5.96354e-016
3.18055e-015,20,0,1.59028e-015,5.1684e-015,-1.98785e-015
-0,20,0,-1.59028e-015,-1.98785e-015,-2.38542e-015
3.18055e-015,20,0,-6.36111e-015,4.37326e-015,7.95139e-016
3.18055e-015,20,-6.36111e-015,1.59028e-015,-3.97569e-015,1.19271e-015
-0,20,-3.18055e-015,-0,-2.5842e-015,-3.97569e-016
-0,20,-3.18055e-015,-0,-7.95139e-016,-2.38542e-015
-0,20,0,4.77083e-015,-3.97569e-016,0
3.18055e-015,20,-3.18055e-015,1.59028e-015,-3.97569e-015,-1.59028e-015
-3.18055e-015,20,-1.59028e-015,2.38542e-015,1.19271e-015,0
-9.54166e-015,20,4.77083e-015,-3.18055e-015,2.78299e-015,-1.59028e-015
-3.18055e-015,20,3.18055e-015,4.77083e-015,-1.59028e-015,-1.59028e-015
-3.18055e-015,20,-1.59028e-015,-0,5.1684e-015,3.18055e-015
-0,20,0,-4.77083e-015,8.34896e-015,7.95139e-016
3.18055e-015,20,-3.18055e-015,-3.18055e-015,9.93923e-015,-3.97569e-015
-0,20,-3.18055e-015,-0,0,2.38542e-015
-3.18055e-015,20,4.77083e-015,7.95139e-015,-5.56597e-015,4.77083e-015
6.36111e-015,20,1.59028e-015,1.59028e-015,3.97569e-016,7.95139e-016
3.18055e-015,20,3.18055e-015,-1.59028e-015,-3.18055e-015,-2.38542e-015
-6.36111e-015,20,3.18055e-015,-0,2.78299e-015,-1.59028e-015
-0,20,0,4.77083e-015,2.18663e-015,-1.19271e-015
3.18055e-015,20,-3.18055e-015,-3.18055e-015,5.96354e-015,-1.59028e-015
3.18055e-015,20,1.59028e-015,1.59028e-015,2.5842e-015,3.97569e-016
-0,20,-1.59028e-015,-0,2.98177e-015,-3.97569e-016
-6.36111e-015,20,3.18055e-015,4.77083e-015,-3.77691e-015,2.98177e-015
-0,20,4.77083e-015,1.59028e-015,1.72694e-015,-3.07806e-015
-0,20,-4.77083e-015,4.77083e-015,-9.93923e-017,-3.97569e-015
-3.18055e-015,20,0,-3.18055e-015,2.38542e-015,-5.56597e-015
3.18055e-015,20,-2.38542e-015,9.54166e-015,-3.97569e-016,-2.78299e-015
-0,20,3.18055e-015,6.36111e-015,-1.59028e-015,0
6.36111e-015,20,-3.97569e-015,3.18055e-015,3.18055e-015,-5.56597e-015
9.54166e-015,20,1.11319e-014,7.95139e-015,3.18055e-015,-4.37326e-015
-3.18055e-015,20,-7.95139e-016,-1.27222e-014,-3.18055e-015,9.93923e-016
-0,20,-4.77083e-015,-1.90833e-014,-9.93923e-016,-1.59028e-015
-6.36111e-015,20,-4.77083e-015,1.59028e-014,-7.06225e-031,-6.36111e-015
6.36111e-015,20,1.59028e-015,7.95139e-016,1.59028e-015,2.38542e-015
3.18055e-015,20,6.36111e-015,9.54166e-015,-8.82781e-032,1.59028e-015
-3.18055e-015,20,3.18055e-015,1.19271e-014,-3.18055e-015,4.77083e-015
6.36111e-015,20,-7.95139e-015,-2.18663e-015,1.76556e-031,-1.59028e-015
3.18055e-015,20,0,1.39149e-015,3.18055e-015,-1.59028e-015
-0,20,6.36111e-015,1.39149e-015,6.36111e-015,1.59028e-015
-6.36111e-015,20,0,4.77083e-015,6.36111e-015,0
-0,20,3.18055e-015,-3.18055e-015,3.18055e-015,3.18055e-015
-3.18055e-015,20,9.54166e-015,-7.95139e-016,1.27222e-014,-3.18055e-015
-3.18055e-015,20,-3.18055e-015,6.36111e-015,-9.54166e-015,0
-3.18055e-015,20,3.18055e-015,3.18055e-015,-6.36111e-015,0
-3.18055e-015,20,-6.36111e-015,1.59028e-015,-6.36111e-015,-6.36111e-015
-3.18055e-015,20,-6.36111e-015,-0,-1.76556e-031,-3.18055e-015
-0,20,0,3.18055e-015,0,6.36111e-015
1.59028e-015,20,-3.18055e-015,-6.36111e-015,3.18055e-015,-6.36111e-015
-3.18055e-015,20,0,-3.18055e-015,-3.18055e-015,3.18055e-015
-1.59028e-015,20,-3.18055e-015,6.36111e-015,8.82781e-032,3.18055e-015
-3.18055e-015,20,-3.18055e-015,9.54166e-015,-3.18055e-015,-3.18055e-015
6.36111e-015,20,-6.36111e-015,-6.36111e-015,-6.36111e-015,-3.18055e-015
-3.18055e-015,20,6.36111e-015,-0,-9.54166e-015,3.18055e-015
-0,20,-6.36111e-015,-6.36111e-015,3.18055e-015,6.36111e-015
1.59028e-015,20,1.27222e-014,-0,-3.18055e-015,6.36111e-015
-6.36111e-015,20,9.54166e-015,1.27222e-014,-4.77083e-015,-6.36111e-015
-7.95139e-015,20,3.18055e-015,9.54166e-015,6.36111e-015,-3.18055e-015
9.54166e-015,20,-9.54166e-015,-0,-7.95139e-015,-3.18055e-015
-0,20,6.36111e-015,3.18055e-015,-3.18055e-015,9.54166e-015
1.03368e-014,20,-3.18055e-015,-6.36111e-015,-7.15625e-015,3.18055e-015
-2.38542e-015,20,-9.54166e-015,3.18055e-015,-7.95139e-016,-1.27222e-014
3.97569e-015,20,-3.18055e-015,-3.18055e-015,-1.59028e-015,6.36111e-015
3.18055e-015,20,9.54166e-015,-3.18055e-015,3.18055e-015,0
-2.38542e-015,20,0,-6.36111e-015,-7.95139e-015,-3.18055e-015
-4.57205e-015,20,6.36111e-015,6.36111e-015,-7.95139e-016,-9.54166e-015
-1.78906e-015,20,-9.54166e-015,-0,-4.77083e-015,0
-1.39149e-015,20,-3.18055e-015,-6.36111e-015,-7.95139e-016,6.36111e-015
2.5842e-015,20,-3.18055e-015,6.36111e-015,2.38542e-015,3.18055e-015
5.96354e-016,20,6.36111e-015,-0,-2.18663e-015,3.18055e-015
1.98785e-015,20,6.36111e-015,3.18055e-015,2.98177e-015,3.18055e-015
-2.98177e-015,20,-3.18055e-015,6.36111e-015,2.78299e-015,1.27222e-014
5.56597e-015,20,9.54166e-015,1.27222e-014,3.97569e-015,-6.36111e-015
-7.15625e-015,20,9.54166e-015,3.18055e-015,1.59028e-015,-3.18055e-015
-0,20,3.18055e-015,6.36111e-015,0,0
-0,20,0,-9.54166e-015,1.19271e-015,0
3.57812e-015,20,-6.36111e-015,-3.18055e-015,1.19271e-015,3.18055e-015
6.36111e-015,20,-6.36111e-015,-3.18055e-015,2.78299e-015,3.18055e-015
9.54166e-015,20,-6.36111e-015,-9.54166e-015,-1.19271e-015,-3.18055e-015
-4.77083e-015,20,-9.54166e-015,-9.54166e-015,-3.18055e-015,0
3.18055e-015,20,-6.36111e-015,-3.18055e-015,4.77083e-015,9.54166e-015
-1.59028e-015,20,0,3.18055e-015,7.95139e-016,6.36111e-015
-3.18055e-015,20,1.27222e-014,-3.18055e-015,0,0
-1.59028e-015,20,0,-6.36111e-015,5.56597e-015,-6.36111e-015
-3.97569e-016,20,-6.36111e-015,-9.54166e-015,3.97569e-015,6.36111e-015
-3.18055e-015,20,3.18055e-015,-3.18055e-015,-5.29669e-031,-9.54166e-015
7.95139e-016,20,9.54166e-015,6.36111e-015,3.97569e-015,-3.18055e-015
2.78299e-015,20,6.36111e-015,-6.36111e-015,-0,0
1.98785e-015,20,3.18055e-015,3.18055e-015,-1.59028e-015,1.59028e-014
-7.95139e-016,20,3.18055e-015,1.59028e-014,2.38542e-015,0
2.38542e-015,20,-9.54166e-015,6.36111e-015,-6.36111e-015,-3.18055e-015
1.59028e-015,20,0,-1.27222e-014,-3.18055e-015,3.18055e-015
1.98785e-015,20,3.18055e-015,3.18055e-015,-5.56597e-015,-3.18055e-015
1.59028e-015,20,-6.36111e-015,-6.36111e-015,3.18055e-015,9.54166e-015
-3.18055e-015,20,0,-3.18055e-015,3.97569e-015,0
5.1684e-015,20,3.18055e-015,-3.18055e-015,1.59028e-015,3.18055e-015
1.19271e-015,20,6.36111e-015,-0,7.95139e-016,-3.18055e-015
-3.57812e-015,20,9.54166e-015,6.36111e-015,1.59028e-015,-6.36111e-015
4.37326e-015,20,-3.18055e-015,-1.59028e-014,1.59028e-015,-1.27222e-014
6.36111e-015,20,6.36111e-015,6.36111e-015,3.97569e-015,6.36111e-015
1.59028e-015,20,0,-6.36111e-015,-1.59028e-015,-6.36111e-015
1.19271e-015,20,0,-0,-4.77083e-015,0
-1.98785e-015,20,0,-1.59028e-014,-3.18055e-015,-3.18055e-015
-2.78299e-015,20,0,3.18055e-015,-7.95139e-016,3.18055e-015
-3.97569e-015,20,-3.18055e-015,-6.36111e-015,7.95139e-016,0
-4.77083e-015,20,0,-9.54166e-015,1.59028e-015,0
-5.96354e-015,20,-3.18055e-015,-9.54166e-015,-6.36111e-015,-9.54166e-015
-4.77083e-015,20,-9.54166e-015,1.27222e-014,2.38542e-015,6.36111e-015
-1.19271e-015,20,0,1.27222e-014,6.36111e-015,-6.36111e-015
-1.19271e-015,20,-6.36111e-015,6.36111e-015,1.59028e-015,-1.59028e-014
1.59028e-015,20,1.27222e-014,-6.36111e-015,-3.18055e-015,-3.18055e-015
-1.98785e-015,20,0,-0,-3.97569e-015,9.54166e-015
1.98785e-015,20,6.36111e-015,-1.59028e-014,-2.38542e-015,0
3.18055e-015,20,0,-0,7.95139e-016,-3.18055e-015
9.14409e-015,20,-3.18055e-015,-6.36111e-015,-1.5228e-030,9.54166e-015
